,Image,Mask,Label,general_info_BoundingBox,general_info_GeneralSettings,general_info_ImageHash,general_info_ImageSpacing,general_info_InputImages,general_info_MaskHash,general_info_Version,general_info_VolumeNum,general_info_VoxelNum,original_shape_Maximum3DDiameter,original_shape_Compactness2,original_shape_Maximum2DDiameterSlice,original_shape_Sphericity,original_shape_MinorAxis,original_shape_Compactness1,original_shape_Elongation,original_shape_SurfaceVolumeRatio,original_shape_Volume,original_shape_SphericalDisproportion,original_shape_MajorAxis,original_shape_LeastAxis,original_shape_Flatness,original_shape_SurfaceArea,original_shape_Maximum2DDiameterColumn,original_shape_Maximum2DDiameterRow,original_firstorder_InterquartileRange,original_firstorder_Skewness,original_firstorder_Uniformity,original_firstorder_MeanAbsoluteDeviation,original_firstorder_Energy,original_firstorder_RobustMeanAbsoluteDeviation,original_firstorder_Median,original_firstorder_TotalEnergy,original_firstorder_Maximum,original_firstorder_RootMeanSquared,original_firstorder_90Percentile,original_firstorder_Minimum,original_firstorder_Entropy,original_firstorder_StandardDeviation,original_firstorder_Range,original_firstorder_Variance,original_firstorder_10Percentile,original_firstorder_Kurtosis,original_firstorder_Mean,original_glcm_SumVariance,original_glcm_Homogeneity1,original_glcm_Homogeneity2,original_glcm_ClusterShade,original_glcm_MaximumProbability,original_glcm_Idmn,original_glcm_Contrast,original_glcm_DifferenceEntropy,original_glcm_InverseVariance,original_glcm_Dissimilarity,original_glcm_SumAverage,original_glcm_DifferenceVariance,original_glcm_Idn,original_glcm_Idm,original_glcm_Correlation,original_glcm_Autocorrelation,original_glcm_SumEntropy,original_glcm_AverageIntensity,original_glcm_Energy,original_glcm_SumSquares,original_glcm_ClusterProminence,original_glcm_Entropy,original_glcm_Imc2,original_glcm_Imc1,original_glcm_DifferenceAverage,original_glcm_Id,original_glcm_ClusterTendency,original_glrlm_ShortRunLowGrayLevelEmphasis,original_glrlm_GrayLevelVariance,original_glrlm_LowGrayLevelRunEmphasis,original_glrlm_GrayLevelNonUniformityNormalized,original_glrlm_RunVariance,original_glrlm_GrayLevelNonUniformity,original_glrlm_LongRunEmphasis,original_glrlm_ShortRunHighGrayLevelEmphasis,original_glrlm_RunLengthNonUniformity,original_glrlm_ShortRunEmphasis,original_glrlm_LongRunHighGrayLevelEmphasis,original_glrlm_RunPercentage,original_glrlm_LongRunLowGrayLevelEmphasis,original_glrlm_RunEntropy,original_glrlm_HighGrayLevelRunEmphasis,original_glrlm_RunLengthNonUniformityNormalized,original_glszm_GrayLevelVariance,original_glszm_SmallAreaHighGrayLevelEmphasis,original_glszm_GrayLevelNonUniformityNormalized,original_glszm_SizeZoneNonUniformityNormalized,original_glszm_SizeZoneNonUniformity,original_glszm_GrayLevelNonUniformity,original_glszm_LargeAreaEmphasis,original_glszm_ZoneVariance,original_glszm_ZonePercentage,original_glszm_LargeAreaLowGrayLevelEmphasis,original_glszm_LargeAreaHighGrayLevelEmphasis,original_glszm_HighGrayLevelZoneEmphasis,original_glszm_SmallAreaEmphasis,original_glszm_LowGrayLevelZoneEmphasis,original_glszm_ZoneEntropy,original_glszm_SmallAreaLowGrayLevelEmphasis
0,Brats17_2013_10_1_flair.nii,Brats17_2013_10_1_seg.nii,Brats17_2013_10_1,"(60, 83, 32, 43, 49, 57)","{'distances': [1], 'additionalInfo': True, 'enableCExtensions': True, 'force2D': False, 'interpolator': 'sitkBSpline', 'resampledPixelSpacing': None, 'label': 1, 'normalizeScale': 1, 'normalize': False, 'force2Ddimension': 0, 'removeOutliers': None, 'minimumROISize': None, 'minimumROIDimensions': 1, 'padDistance': 5}",93e4c79068bdd81801898554182ea2698351ac68,"(1.0, 1.0, 1.0)",{'Original': {}},af025af9f78997ec2d63c6e702daa0ae9ca0296a,1.1.1.post85+g23cb5de,115,27189,57.323642591866054,0.06370877020559398,46.324939287601879,0.39939234862861717,33.331934755897947,0.013390552230779571,0.73954492788367487,0.4026737374337351,27189.0,2.503803599226859,45.070871963495939,30.967202302324971,0.68707794975446901,10948.296247085824,56.435804238089851,56.718603649948932,236.0,0.052221386417284708,0.042761473144722582,134.08104251735003,15058063810.0,96.746781606869249,733.0,15058063810.0,1263.0,744.19705871605379,931.0,54.0,4.7352928512959025,165.52912854913154,1209.0,27399.892398234915,499.0,2.716750926349615,725.55452572731622,163.01898306540113,0.57335174920520748,0.53045475220606586,174.85148416139731,0.018942369913547061,0.99879573771489683,2.9094834737089155,2.0134315567883951,0.46939469378041559,1.2308956543475704,55.540799495171328,1.3395512913067584,0.97601570566923912,0.53045475220606586,0.96487102232304689,811.22299308315894,5.6729189183904429,27.789786797144849,0.0085533879414299123,41.575156307022411,69227.68092904902,7.3659084061609459,0.98987557990416331,-0.42973356015169639,1.2308956543475704,0.57335174920520748,163.01898306540113,0.0015144858916413743,45.006239279053617,0.0018051641393887806,0.042202493199375787,0.60140519302449558,865.68321783350132,2.393069498426085,676.87754848120721,13143.107719095509,0.82425070101391762,1867.9528281459332,0.75420489621085451,0.0041453146379049786,5.7977447532006785,814.16059546454574,0.63653669130532697,79.231781902808009,454.36406377660035,0.031885301711743523,0.34259453773687509,486.14164904862577,45.245243128964056,15463.91472868217,15096.783203488745,0.052190223987642059,23.145783609094384,11776346.419309372,794.03100775193798,0.60809078561974284,0.004373794677281574,7.2646126035119867,0.003071003730871367
1,Brats17_2013_11_1_flair.nii,Brats17_2013_11_1_seg.nii,Brats17_2013_11_1,"(115, 88, 45, 58, 60, 60)","{'distances': [1], 'additionalInfo': True, 'enableCExtensions': True, 'force2D': False, 'interpolator': 'sitkBSpline', 'resampledPixelSpacing': None, 'label': 1, 'normalizeScale': 1, 'normalize': False, 'force2Ddimension': 0, 'removeOutliers': None, 'minimumROISize': None, 'minimumROIDimensions': 1, 'padDistance': 5}",286516874ed6844f101e6d495353bde3b486861c,"(1.0, 1.0, 1.0)",{'Original': {}},a2be88c29b773ef05d90e8853957d9c58d80bec4,1.1.1.post85+g23cb5de,108,45839,72.3671196055225,0.02268692989529851,60.827625302982199,0.2830904657996745,40.724521545773925,0.0079907352432579074,0.71280858299874372,0.47732462118963204,45839.0,3.5324396997094127,57.132479205635072,39.6326009865139,0.69369650219213441,21880.083310711543,63.976558206893252,60.440052945046304,75.0,-0.088371349682083503,0.18254233762998184,37.01352183169741,2435190142.0,30.876489332325285,221.0,2435190142.0,332.0,230.48829279671014,278.0,58.0,2.6085085503031671,41.471774453097979,274.0,1719.9080762886301,174.0,1.8536100025217344,226.72658653111978,11.066600181820316,0.83381263316684051,0.82979645639536004,-5.718301632475745,0.21263907067446247,0.99709322066908457,0.42500590309626857,1.04405559806961,0.2992826029931977,0.35448378085675591,15.372435072293094,0.29304793568667659,0.97311323583416531,0.82979645639536004,0.92605279167377375,61.738618166784768,3.3801887464224785,7.6862175361465468,0.10449486944561917,2.8729015212291467,225.51062299286616,3.857984750124404,0.96144599121853724,-0.51092080980533694,0.35448378085675591,0.83381263316684051,11.066600181820318,0.01361521001017897,2.5339192044411112,0.022726631653856164,0.17656991633748642,7.053288607450666,3417.8747681224436,13.268627344384942,30.986040168205484,6561.2435212343744,0.58177798882924658,921.34865006708492,0.42240651645307065,0.23030568466204648,4.8182627854655742,54.883035703416503,0.3292785972672797,4.0767272895552784,26.93428178352767,0.14452311536859641,0.23761190039129787,104.78684807256236,63.734693877551024,791718.17913832201,780913.9673078605,0.0096206287222670647,14936.56542471485,48573785.904761903,55.0,0.49842959671647707,0.034596042682464481,5.6303671185570572,0.017143398149330698
2,Brats17_2013_12_1_flair.nii,Brats17_2013_12_1_seg.nii,Brats17_2013_12_1,"(66, 51, 52, 53, 64, 60)","{'distances': [1], 'additionalInfo': True, 'enableCExtensions': True, 'force2D': False, 'interpolator': 'sitkBSpline', 'resampledPixelSpacing': None, 'label': 1, 'normalizeScale': 1, 'normalize': False, 'force2Ddimension': 0, 'removeOutliers': None, 'minimumROISize': None, 'minimumROIDimensions': 1, 'padDistance': 5}",0509e3c7ce4ba1291ba1d6c539d37369774d4729,"(1.0, 1.0, 1.0)",{'Original': {}},259e09d50d5ad9b1b8e4bf292779343d5d9d9073,1.1.1.post85+g23cb5de,85,34343,70.07139216541941,0.01001314115721786,63.953107821277925,0.21553780024444907,58.04622391061465,0.0053086494255107485,0.87877670267065078,0.6902630112129077,34343.0,4.639557418076386,66.053439666992745,35.224154454643731,0.53326752750841877,23705.702594084887,64.884512790033341,63.245553203367585,71.0,-1.1307666543311761,0.1259458601669238,48.858836969899137,3575363544.0,30.562925583080158,325.0,3575363544.0,483.0,322.65692373592725,389.0,0.0,3.3379304406881154,66.808225062298874,483.0,4463.3389359747789,237.0,5.6233072124949226,315.66461869958943,23.835987863450985,0.70448535914409594,0.68723850212217463,-101.54355641000967,0.1084159032527756,0.99702931191519462,1.2130374960643617,1.5368696469626104,0.44242609134848304,0.71602145223148761,26.368049957629921,0.67854507886335524,0.96691680389365664,0.68723850212217463,0.90232635606909162,179.47518910237099,4.2272859304613624,13.184024978814962,0.04362574403389706,6.2622563398788351,2807.0308734419928,5.2610166543744201,0.95738026582328695,-0.39535777365378699,0.7160214522314875,0.70448535914409594,23.835987863450978,0.0098630128316832648,8.3827938220510507,0.012096798427215172,0.11603755806542473,1.1529475814538617,2555.5536829039611,3.7388043174654824,124.6780120480033,11038.254910325226,0.7239309535786741,687.00823905848404,0.64024916061721193,0.032163855306889783,4.886663573151024,176.06378286716111,0.49266385996132001,20.339234704244205,58.637422888346187,0.061360313305524682,0.27671005294799622,277.2634730538922,61.483033932135726,76717.573852295405,75542.835854239631,0.029176251346708208,427.41846095866651,14461704.466067864,119.68163672654691,0.5429995837478313,0.043778527048347386,6.6296118922419218,0.026332729786565846
3,Brats17_2013_13_1_flair.nii,Brats17_2013_13_1_seg.nii,Brats17_2013_13_1,"(146, 163, 83, 18, 17, 24)","{'distances': [1], 'additionalInfo': True, 'enableCExtensions': True, 'force2D': False, 'interpolator': 'sitkBSpline', 'resampledPixelSpacing': None, 'label': 1, 'normalizeScale': 1, 'normalize': False, 'force2Ddimension': 0, 'removeOutliers': None, 'minimumROISize': None, 'minimumROIDimensions': 1, 'padDistance': 5}",73f6ae2f05267a1a1cb39efb511895e15353ed0a,"(1.0, 1.0, 1.0)",{'Original': {}},af313b2ef7432a3ae8c0364a68d2b2ba3e0bd305,1.1.1.post85+g23cb5de,18,413,27.09243436828813,0.052911673931724926,19.209372712298546,0.3754197940203824,15.463327172041998,0.012203225246789608,0.77052218991572397,1.7297510657451045,413.0,2.66368480279361,20.068633161276384,8.9429929816662224,0.44562043213397595,714.3871901527282,24.698178070456937,20.880613017821101,83.0,-0.70362412593010315,0.13298430547168594,46.534727881385251,121038652.0,34.330309188561479,541.0,121038652.0,639.0,541.3610593773526,606.0,336.0,3.1062055719207851,57.076457297348945,303.0,3257.7219776160978,469.60000000000002,3.3893630075462493,538.34382566585953,12.336484226648084,0.66673481432468251,0.64696335843768382,-46.621407838222851,0.11872948865579079,0.99295575691620153,1.220646439765475,1.5114962759979942,0.50005085044225339,0.7910222886708157,20.149674210478079,0.56028437979418944,0.94547390882259208,0.64696335843768382,0.81808723184798271,104.31087679464905,3.4943589097399648,10.074837105239043,0.059280339071403058,3.3892826666033904,704.61053931450192,4.5300177923261735,0.90031946917842731,-0.32369472331239335,0.79102228867081559,0.66673481432468251,12.336484226648089,0.022076116540876486,5.3521594650872775,0.023786392506014584,0.12852915019548444,0.28241414989420366,43.862824089040707,1.7784785067201918,70.35936712863645,244.65594003493015,0.86543439542113831,165.64245335624355,0.82566585956416472,0.032972736811291523,3.8410238785181079,83.880359813802073,0.71046564914157995,5.6749452154857556,17.80313303695371,0.13586559532505479,0.21439006574141709,15.864864864864865,10.054054054054054,166.44594594594594,135.29747991234478,0.1791767554479419,1.6614808211732122,18950.35135135135,54.297297297297298,0.44466060339869307,0.055958048412677111,4.8473724532036524,0.042489504476738008
4,Brats17_2013_14_1_flair.nii,Brats17_2013_14_1_seg.nii,Brats17_2013_14_1,"(59, 132, 43, 52, 59, 44)","{'distances': [1], 'additionalInfo': True, 'enableCExtensions': True, 'force2D': False, 'interpolator': 'sitkBSpline', 'resampledPixelSpacing': None, 'label': 1, 'normalizeScale': 1, 'normalize': False, 'force2Ddimension': 0, 'removeOutliers': None, 'minimumROISize': None, 'minimumROIDimensions': 1, 'padDistance': 5}",59c552538cb88327dc7305e89bd6e15f3b3e8f12,"(1.0, 1.0, 1.0)",{'Original': {}},be31b1a6a005dc1fc3c68c60acc62b04ada20f44,1.1.1.post85+g23cb5de,95,21122,58.8387627334226,0.008295500085906864,58.137767414994535,0.20243278843178844,44.849783827442181,0.0048319247591444648,0.88066139029981705,0.8642212106023375,21122.0,4.93991120582207,50.927387440220684,26.644418769239756,0.52318448105187743,18254.080410342573,52.392747589718944,58.309518948453004,73.0,0.72469571371132924,0.12708278527903433,47.082851787471633,7923416842.0,30.593417659433619,604.0,7923416842.0,1159.0,612.47551703859006,682.0,124.0,3.3047256870105381,65.604570058416741,1035.0,4303.9596125497101,539.0,9.935193239362496,608.95180380645775,23.675739687515645,0.64319491502130799,0.61590944408327108,141.38068073881902,0.089659616834040515,0.99891376321491521,2.0281541109447634,1.7752461125432093,0.4715973182489176,0.94727690058530356,41.572144364482909,1.0947092506749174,0.97898864748497916,0.61590944408327108,0.84074875638834479,437.47329925633585,4.1731526397543295,20.789953097373829,0.036548937271645439,6.4331284774090998,5206.8751476443158,5.4971892391603951,0.91624797402897351,-0.3009296407522854,0.947276900585304,0.64319491502130799,23.675739687515652,0.0020130095411187454,7.9256821050749027,0.0024958790254275931,0.12074814643302559,0.72527818571629754,1864.1026707443921,2.6839285173295031,364.75277995615426,9408.4496527820465,0.80172386296214271,1158.2165578402789,0.73008092182412743,0.006654321288927261,4.5053907850278518,449.89899371977748,0.60251470797571105,20.854200335704416,263.55721027218937,0.081505183135728854,0.28626862333886771,502.11516533637399,142.96009122006842,13117.122006841506,12972.107684146613,0.083041378657324111,31.892364330902122,5486347.608893957,479.23888255416193,0.55257880845067353,0.003350977554146563,6.6318693840303071,0.0021808974368808711
5,Brats17_2013_17_1_flair.nii,Brats17_2013_17_1_seg.nii,Brats17_2013_17_1,"(92, 45, 62, 61, 64, 51)","{'distances': [1], 'additionalInfo': True, 'enableCExtensions': True, 'force2D': False, 'interpolator': 'sitkBSpline', 'resampledPixelSpacing': None, 'label': 1, 'normalizeScale': 1, 'normalize': False, 'force2Ddimension': 0, 'removeOutliers': None, 'minimumROISize': None, 'minimumROIDimensions': 1, 'padDistance': 5}",304ef05fa924415cdc5103488f6ab9fa5c9bda74,"(1.0, 1.0, 1.0)",{'Original': {}},90aa6a9a5547275805eafe320ca29466655a10a8,1.1.1.post85+g23cb5de,157,11698,68.52736679604726,0.0037594000378106973,65.30696746902278,0.15549133077272156,52.463912672317427,0.003252805889689825,0.83426507788271254,1.3700636322723854,11698.0,6.431226712321854,62.886382353994698,38.133521374540258,0.60638758260703041,16027.004370322364,55.027265968790417,61.392181912683313,204.0,0.019426407225493929,0.050325071313004337,113.33668203208688,4813958819.0,83.441520546983611,634.0,4813958819.0,947.0,641.498103642763,819.0,111.0,4.4457265949317186,138.24783095016545,836.0,19112.462762425523,437.0,2.2952187266651629,626.42426055736018,138.3675391870969,0.55252871351326294,0.50402980888038862,337.06275254896264,0.021416207550156115,0.99690278691166989,3.6413413430475083,2.1506819510795747,0.45092786519114514,1.370846990164746,41.898185258839163,1.7012856998733739,0.9625223008233933,0.50402980888038862,0.94887233596174425,472.57032640046361,5.4547500869294527,20.962640272074534,0.0084273997636211996,35.447546799491882,39808.367917384356,7.2728822220275759,0.98187061059522718,-0.38185938301783495,1.3708469901647458,0.55252871351326294,138.3675391870969,0.0024897404849782189,29.487874853241731,0.0027994274783398488,0.051139495513710095,0.2455524581730886,508.8621475214722,1.6392049976692116,439.75561888792379,7521.7645139417973,0.88991115155235567,816.30501035271868,0.85073714112866106,0.0046414400027233382,5.1172760184025536,495.06654787170851,0.75291873696138001,22.792080871988183,277.67699340885196,0.059888271286234751,0.3065222025180307,699.79018834866406,136.72492334647393,247.12833990363558,220.87337687441641,0.19516156607967175,0.81300774133609477,114266.88480070083,488.46692947875601,0.5731428695170111,0.0030950946805348568,6.7544905761056029,0.0020276678444051065
6,Brats17_2013_18_1_flair.nii,Brats17_2013_18_1_seg.nii,Brats17_2013_18_1,"(78, 133, 64, 48, 41, 35)","{'distances': [1], 'additionalInfo': True, 'enableCExtensions': True, 'force2D': False, 'interpolator': 'sitkBSpline', 'resampledPixelSpacing': None, 'label': 1, 'normalizeScale': 1, 'normalize': False, 'force2Ddimension': 0, 'removeOutliers': None, 'minimumROISize': None, 'minimumROIDimensions': 1, 'padDistance': 5}",626237b9a2bd4acfb8e602660018107c12391740,"(1.0, 1.0, 1.0)",{'Original': {}},6e0f2dfc43b4a80d09a53c7e0511f7eef148781b,1.1.1.post85+g23cb5de,48,4414,49.558046773455466,0.006264241505344988,48.466483264210538,0.184341378543065,31.603122554335894,0.0041988767146802167,0.74508740409569674,1.5992530364392616,4414.0,5.424718030772373,42.415322525405202,28.739610905886437,0.67757614924824583,7059.102902842901,47.169905660283021,40.496913462633174,55.0,-1.1684262632347826,0.16346523983806521,37.482620791570426,1107117834.0,23.523044006300395,506.0,1107117834.0,625.0,500.81895640600993,552.0,210.0,2.9557060307104135,50.913530373589403,415.0,2592.1875751024108,436.0,5.6177546480499929,498.22428636157679,10.863046072872372,0.67948251357488565,0.66060672771698337,-39.304539275210033,0.13420253230266443,0.99632899529029351,1.2087144159736132,1.5395300938742431,0.48115551830903469,0.7642890799519062,24.951288290133277,0.60503550660469929,0.96089991071281133,0.66060672771698337,0.79651885133907541,158.05877638725417,3.6181961761921881,12.475644145066639,0.059646641303346244,3.0179401222114968,686.19374993245287,4.7247354627355529,0.86889411954389528,-0.27322266153260372,0.7642890799519062,0.67948251357488565,10.863046072872375,0.007499106084247642,4.7294406227791805,0.0085762201259164863,0.15287701308867804,0.41956472549537244,535.80108021972092,2.0535448668478553,133.84028228443682,2381.8158078156271,0.8452745550391787,329.07149737296146,0.79247847757136369,0.015681883144883273,3.9278472940528668,158.66540974306665,0.67403716193456831,9.4557864499767081,74.58388912415343,0.10597277573624554,0.24484369339061124,136.13309352517985,58.920863309352519,1407.6762589928057,1344.6509368045133,0.12596284549161757,8.8241187023236449,229212.37589928057,154.23381294964028,0.50557144681487365,0.014145307202001432,6.1449337484188673,0.008436513017120003
7,Brats17_2013_19_1_flair.nii,Brats17_2013_19_1_seg.nii,Brats17_2013_19_1,"(56, 143, 64, 49, 49, 56)","{'distances': [1], 'additionalInfo': True, 'enableCExtensions': True, 'force2D': False, 'interpolator': 'sitkBSpline', 'resampledPixelSpacing': None, 'label': 1, 'normalizeScale': 1, 'normalize': False, 'force2Ddimension': 0, 'removeOutliers': None, 'minimumROISize': None, 'minimumROIDimensions': 1, 'padDistance': 5}",aaa894d02a58d8ed9857b8194cfeddc2e9284cde,"(1.0, 1.0, 1.0)",{'Original': {}},0d44d9cfc50ff1d1c6b38051edf67f10291544dd,1.1.1.post85+g23cb5de,100,26912,72.84229540589725,0.05227558114103485,49.193495504995376,0.37390931948207323,33.059967363357721,0.012129651177544594,0.60073275335972542,0.43158781683180936,26912.0,2.6744452408545656,55.032736567904507,24.148527338054365,0.43880295337044828,11614.891326577654,57.9396237474839,53.600373133029585,272.0,0.86413385290615674,0.058413551222039055,145.47690086114113,2029855161.0,109.92351875919186,169.0,2029855161.0,933.0,274.63731089235762,468.0,4.0,4.4463457566501283,175.56836984567619,929.0,30824.25249026814,18.0,3.1466976702629035,211.19043549346017,177.71544835978935,0.5642761589506492,0.51267121738912957,2647.8957713232894,0.13037540163455058,0.99653010709448142,5.1106204725541504,2.3641756901794313,0.37087474554729744,1.5224942715660528,16.16261760886626,2.6858350667644646,0.96308900779235784,0.51267121738912957,0.94402688785496836,108.46621860529409,5.2364432312840181,8.1052377771435395,0.024627372315058484,46.149170646658597,124505.05795068799,7.0535592598373,0.97550197577725983,-0.36566482684612256,1.5224942715660537,0.5642761589506492,177.71544835978938,0.041345209969110133,46.993180449836466,0.077648244356714302,0.046198215418164629,1.5368548419645687,909.1201669030811,3.4314711628917132,140.6554090920792,13552.931109066829,0.85240554308497907,240.90909340481852,0.73064346473977859,1.7027714041520998,5.4913464248611383,154.87732173616115,0.68652462393936609,33.771223104620667,139.98819968770681,0.049097318930583264,0.30202131975025198,738.44212678936606,120.04294478527608,11963.658077709611,11842.505064130713,0.090851664684898928,6545.3726864812697,196481.89202453988,248.97832310838444,0.56908934892424223,0.014013214121245255,7.0167167327514495,0.0071547664869658347
8,Brats17_2013_20_1_flair.nii,Brats17_2013_20_1_seg.nii,Brats17_2013_20_1,"(102, 48, 67, 61, 82, 58)","{'distances': [1], 'additionalInfo': True, 'enableCExtensions': True, 'force2D': False, 'interpolator': 'sitkBSpline', 'resampledPixelSpacing': None, 'label': 1, 'normalizeScale': 1, 'normalize': False, 'force2Ddimension': 0, 'removeOutliers': None, 'minimumROISize': None, 'minimumROIDimensions': 1, 'padDistance': 5}",35b80499b9875ef1739d3b7d50956c043437e530,"(1.0, 1.0, 1.0)",{'Original': {}},67b3df40794ac5d530d5fbf08905ed4678d8fdea,1.1.1.post85+g23cb5de,50,64066,85.3580693314932,0.008920691768889178,79.101201002260396,0.20739558704014152,59.028579910987162,0.0050106970266185725,0.71084085809673114,0.5827407789024406,64066.0,4.821703365397305,83.040499485406002,38.219208623903171,0.46024781715842183,37333.87074116376,60.876925020897694,79.158069708653201,44.0,-0.058776574374809223,0.20674048092178662,28.948956017556466,9367214903.0,19.014233438070217,376.0,9367214903.0,555.0,382.37671448990932,433.0,0.0,2.6156260713575565,38.215471623320155,555.0,1460.4222713927879,340.0,5.0423774467944424,380.462257671776,8.1998174423922823,0.74801303399357899,0.73803635096532438,5.7038403623158356,0.22637182804248715,0.99846508524755628,0.82155113509925204,1.346230792366033,0.4192817879250389,0.57046982391716583,31.380237037814258,0.48644616408638863,0.97663019235431625,0.73803635096532438,0.81754699576469325,248.02452879748216,3.4331041567450526,15.690118518907131,0.092180094684219741,2.2553421443728827,268.11516211125036,4.2543555799050932,0.89803332613709275,-0.33385999912512637,0.57046982391716594,0.74801303399357899,8.1998174423922841,0.0030184247985013393,2.859543278004772,0.0042959614076745218,0.17969965861526718,2.2325105848875122,6568.7305537166303,5.4705914092753423,171.76802264593468,16533.596769090647,0.68875804440015165,1352.3805516413595,0.5699146793330917,0.022883202145246553,4.4279899951854995,250.24172165122249,0.44574075598672785,8.2837994517137208,128.18697914751124,0.10720362741480069,0.28015201847051191,507.91560948703807,194.36017650303364,383474.27578599006,382225.57147633581,0.028298941716355008,1600.8791617532174,92740793.678985104,236.32211803640374,0.54501622906105074,0.0068997672651135902,6.1290351612856027,0.0047468127782960791
9,Brats17_2013_21_1_flair.nii,Brats17_2013_21_1_seg.nii,Brats17_2013_21_1,"(121, 92, 64, 59, 58, 61)","{'distances': [1], 'additionalInfo': True, 'enableCExtensions': True, 'force2D': False, 'interpolator': 'sitkBSpline', 'resampledPixelSpacing': None, 'label': 1, 'normalizeScale': 1, 'normalize': False, 'force2Ddimension': 0, 'removeOutliers': None, 'minimumROISize': None, 'minimumROIDimensions': 1, 'padDistance': 5}",ccd754cb21bef0a99a8775bef5c5859e1427cc7e,"(1.0, 1.0, 1.0)",{'Original': {}},d56390b01b0575c5291c693a5f2ff7bcc7e80f22,1.1.1.post85+g23cb5de,72,57655,69.38299503480663,0.04925442273706532,57.77542730261716,0.3665628185154432,44.521762666906028,0.011773931198649949,0.80220871128169879,0.34149948611600445,57655.0,2.7280453703677265,55.498976813369502,39.919144670274335,0.71927712837866153,19689.152872018236,65.73431371817918,61.098281481560512,105.0,-0.4819427555602015,0.096963873391226654,64.076014432211451,33594336322.0,44.215371013538466,772.0,33594336322.0,1205.0,763.33389052741302,845.0,22.0,3.6857194726369125,82.793131850302132,1183.0,6854.7026815815134,645.0,5.218808212904114,758.83063047437338,36.683393616890548,0.60991134916329992,0.57450359124052119,-100.51507165442474,0.06706026835965144,0.99875704294989354,3.0140217283511785,2.0108701554959754,0.45263027697566777,1.1480027739550318,61.702209704590715,1.6465114552349449,0.97773232274078059,0.57450359124052119,0.84809802959626945,960.20817370830321,4.5451613872487506,30.878750220737523,0.024644968619985705,9.7896847468733501,4711.6937414177846,6.1599723050764785,0.92957467695648921,-0.29258736660056239,1.1480027739550318,0.60991134916329992,36.683393616890569,0.00092419915892369723,12.423699738020314,0.0011546150046567376,0.089076734680835198,0.95845841110450813,3581.4657572824663,3.0861299774099105,745.20428728473576,23167.135556961097,0.78324332415067766,3012.2337279300268,0.69643836347504784,0.0033446471539899632,5.018157644482832,956.89169307747932,0.5717513949491253,40.224619281620015,580.37799617745407,0.046130402388715734,0.31061874734583877,950.80398562561254,141.20516171185886,64422.864096700425,64068.09376522524,0.053091665943977108,65.538963800574422,64023472.257432215,987.25939235543945,0.57662436314664112,0.0018415533396950515,7.123562859098584,0.001334921877570833
